"SPCD","COMMON_NAME","GENUS","SPECIES","VARIETY","SUBSPECIES","SPECIES_SYMBOL","E_SPGRPCD","W_SPGRPCD","C_SPGRPCD","P_SPGRPCD","MAJOR_SPGRPCD","STOCKING_SPGRPCD","FOREST_TYPE_SPGRPCD","EXISTS_IN_NCRS","EXISTS_IN_NERS","EXISTS_IN_PNWRS","EXISTS_IN_RMRS","EXISTS_IN_SRS","SITETREE","SFTWD_HRDWD","ST_EXISTS_IN_NCRS","ST_EXISTS_IN_NERS","ST_EXISTS_IN_PNWRS","ST_EXISTS_IN_RMRS","ST_EXISTS_IN_SRS","CORE","EAST","WEST","CARIBBEAN","PACIFIC","WOODLAND","MANUAL_START","MANUAL_END","JENKINS_SPGRPCD","JENKINS_TOTAL_B1","JENKINS_TOTAL_B2","JENKINS_STEM_WOOD_RATIO_B1","JENKINS_STEM_WOOD_RATIO_B2","JENKINS_STEM_BARK_RATIO_B1","JENKINS_STEM_BARK_RATIO_B2","JENKINS_FOLIAGE_RATIO_B1","JENKINS_FOLIAGE_RATIO_B2","JENKINS_ROOT_RATIO_B1","JENKINS_ROOT_RATIO_B2","JENKINS_SAPLING_ADJUSTMENT","WOOD_SPGR_GREENVOL_DRYWT","WOOD_SPGR_GREENVOL_DRYWT_CIT","BARK_SPGR_GREENVOL_DRYWT","BARK_SPGR_GREENVOL_DRYWT_CIT","MC_PCT_GREEN_BARK","MC_PCT_GREEN_BARK_CIT","MC_PCT_GREEN_WOOD","MC_PCT_GREEN_WOOD_CIT","WOOD_SPGR_MC12VOL_DRYWT","WOOD_SPGR_MC12VOL_DRYWT_CIT","BARK_VOL_PCT","BARK_VOL_PCT_CIT","RAILE_STUMP_DOB_B1","RAILE_STUMP_DIB_B1","RAILE_STUMP_DIB_B2","CWD_DECAY_RATIO1","CWD_DECAY_RATIO2","CWD_DECAY_RATIO3","CWD_DECAY_RATIO4","CWD_DECAY_RATIO5","DWM_CARBON_RATIO","STANDING_DEAD_DECAY_RATIO1","STANDING_DEAD_DECAY_RATIO2","STANDING_DEAD_DECAY_RATIO3","STANDING_DEAD_DECAY_RATIO4","STANDING_DEAD_DECAY_RATIO5","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
844,"Oglethorpe oak","Quercus","oglethorpensis","","","QUOG",27,47,,,4,29,151,"","","","","X","","H","","","","","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.72243,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.013,.861,.688,.686,.686,"",2005-02-24,"333","",2011-08-24,"10945"
830,"pin oak","Quercus","palustris","","","QUPA2",28,47,,,4,29,205,"X","X","","","X","X","H","X","X","","","X","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.77993,.58,1,.6,6,89.63333,17,76.82759,5,.63,1,22,21,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.02,.841,.705,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
813,"cherrybark oak","Quercus","pagoda","","","QUPA5",26,47,,,4,29,87,"X","X","","","X","X","H","","X","","","X","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.81068,.61,1,.63,6,90.77778,17,68.13115,5,.69,1,22,21,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.02,.841,.705,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
831,"willow oak","Quercus","phellos","","","QUPH",28,47,,,4,29,125,"X","X","","","X","","H","","","","","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.77993,.56,1,.59,3,90.13559,22,83.14286,5,.69,1,16,21,.12798,.92267,.12506,.981,.779,.665,.416,.428,.491,1.02,.841,.705,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
8512,"Mexican white oak","Quercus","polymorpha","","","QUPO2",26,47,,,4,29,221,"","","","","X","","H","","","","","","N","E","","","","",4,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.013,.861,.688,.686,.686,"",2007-06-07,"333","",2011-08-24,"10945"
845,"dwarf chinkapin oak","Quercus","prinoides","","","QUPR",43,47,,,4,29,207,"X","X","","","X","","H","","","","","","N","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.013,.861,.688,.686,.686,"",2005-02-24,"333","",2011-08-24,"10945"
832,"chestnut oak","Quercus","prinus","","","QUPR2",27,47,,,4,29,84,"X","X","","","X","X","H","","X","","","X","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.72243,.57,1,.54,3,60.25926,14,77.12281,5,.66,1,23,36,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.04,.927,.547,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
833,"northern red oak","Quercus","rubra","","","QURU",26,47,,,4,29,85,"X","X","","","X","X","H","X","X","","","X","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.81068,.56,1,.68,5,90.89706,17,83.14286,5,.63,1,20,35,.12798,.92267,.12506,.991,.795,.69,.416,.428,.491,1.031,.859,.731,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
847,"netleaf oak","Quercus","rugosa","","","QURU4",48,48,,,4,38,210,"","","","X","X","","H","","","","","","Y","","W","","","X",2,,10,-.7152,1.7029,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.65075,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.013,.861,.688,.686,.686,"",2005-02-24,"333","",2011-08-24,"10945"
834,"Shumard oak","Quercus","shumardii","","","QUSH",26,47,,,4,29,87,"X","X","","","X","","H","","","","","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.81068,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,.981,.779,.665,.416,.428,.491,1.02,.841,.705,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
836,"Delta post oak","Quercus","similis","","","QUSI2",27,47,,,4,29,87,"","","","","X","","H","","","","","","N","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.72243,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,.981,.779,.665,.416,.428,.491,1.013,.861,.688,.686,.686,"",2005-02-24,"333","",2011-08-24,"10945"
808,"Durand oak","Quercus","sinuata","sinuata","","QUSIS",25,47,,,4,29,89,"","","","","X","","H","","","","","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.76989,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.02,.841,.705,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
835,"post oak","Quercus","stellata","","","QUST",27,47,,,4,29,86,"X","X","","","X","X","H","X","X","","","X","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.72243,.6,1,.51,3,88.52941,17,70.93333,5,.67,1,22,21,.12798,.92267,.12506,.981,.779,.665,.416,.428,.491,1.02,.841,.705,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
8424,"cork oak","Quercus","suber","","","QUSU5",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
828,"Texas red oak","Quercus","texana","","","QUTE",28,47,,,4,29,143,"X","","","","X","","H","","","","","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.77993,.59,24,.58,24,83,24,75.27,24,.66,24,19.12,24,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.02,.841,.705,.591,.591,"",2005-02-24,"333","",2011-08-24,"10945"
6026,"wild lime","Adelia","ricinella","","","ADRI",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
333,"California buckeye","Aesculus","californica","","","AECA",41,47,,,3,27,221,"","","X","","","","H","","","","","","N","","W","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.96395,.33,25,.5,25,89,25,143,25,.36,25,15,25,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2010-08-05,"440"
332,"yellow buckeye","Aesculus","flava","","","AEFL",43,47,,,3,27,101,"X","X","","","X","","H","","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.79248,.33,11,.5,22,89.1,22,142.81818,5,.36,11,15,21,.12766,.91979,.12152,.944,.734,.583,.37,.282,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2011-08-24,"10945"
331,"Ohio buckeye","Aesculus","glabra","","","AEGL",41,47,,,3,27,101,"X","X","","","X","","H","","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.79248,.33,25,.5,25,89,25,143,25,.36,25,15,25,.12766,.91979,.12152,.944,.734,.583,.37,.282,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2010-08-05,"440"
334,"Texas buckeye","Aesculus","glabra","arguta","","AEGLA",41,47,,,3,27,101,"X","","","","X","","H","","","","","","N","E","","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.79248,.33,25,.5,25,89,25,143,25,.36,25,15,25,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2011-08-24,"10945"
6032,"Caribbean spiritweed","Aegiphila","martinicensis","","","AEMA",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
336,"red buckeye","Aesculus","pavia","","","AEPA",43,47,,,3,27,101,"X","X","","","X","","H","","","","","","N","E","","","","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.33,25,.5,25,89,25,143,25,.36,25,15,25,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2010-08-05,"440"
330,"buckeye, horsechestnut spp.","Aesculus","spp.","","","AESCU",41,47,,,3,27,221,"X","X","X","","X","","H","","","","","","N","E","W","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.96395,.33,25,.5,25,89,25,143,25,.36,25,15,25,.12766,.91979,.12152,1,.84,.71,.45,.45,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2010-08-05,"440"
337,"painted buckeye","Aesculus","sylvatica","","","AESY",41,47,,,3,27,101,"","","","","X","","H","","","","","","Y","E","","","","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.79248,.33,25,.5,25,89,25,143,25,.36,25,15,25,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2010-08-05,"440"
6036,"kauri","Agathis","australis","","","AGAU4",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6047,"Aglaia","Aglaia","spp.","","","AGLAI",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6042,"mapu?ao","Aglaia","mariannensis","","","AGMA14",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6043,"mesecheues","Aglaia","palauensis","","","AGPA19",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6044,"karasyu, marasau","Aglaia","ponapensis","","","AGPO4",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6037,"Queensland kauri","Agathis","robusta","","","AGRO6",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6046,"laga ali","Aglaia","samoensis","","","AGSA9",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
341,"ailanthus","Ailanthus","altissima","","","AIAL",43,47,,47,4,25,146,"X","X","X","","X","","H","","","","","","Y","E","W","","P","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.46,11,.45,22,78.06667,22,74.19565,22,.53,11,15,21,.12766,.91979,.12152,.944,.734,.583,.37,.282,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2012-10-29,"440"
6048,"Olomea","Aidia","cochinchinensis","","","AICO2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6051,"ailanthus","Ailanthus","spp.","","","AILAN",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6053,"Aiphanes minima","Aiphanes","minima","","","AIMI",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6049,"Aidia racemosa","Aidia","racemosa","","","AIRA2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6055,"cream albizia","Albizia","adinocephala","","","ALAD",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6063,"albizia","Albizia","spp.","","","ALBIZ",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6092,"helecho gigante de la sierra","Alsophila","bryophila","","","ALBR4",54,54,54,,3,37,987,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6088,"chelebiob, elebiong","Alphitonia","carolinensis","","","ALCA21",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6056,"naked albizia","Albizia","carbonaria","","","ALCA8",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6057,"Chinese albizia","Albizia","chinensis","","","ALCH2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6080,"palo blanco","Allophylus","crassinervis","","","ALCR9",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6073,"alectryon","Alectryon","spp.","","","ALECT",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6077,"aleurites","Aleurites","spp.","","","ALEUR",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6058,"ukall ra ngebard","Albizia","falcataria","","","ALFA5",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6066,"palo de gallina","Alchorneopsis","floribunda","","","ALFL3",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
355,"European alder","Alnus","glutinosa","","","ALGL2",43,47,,,3,26,146,"X","X","","","X","","H","","","","","","Y","E","","","","",1.7,,6,-2.2094,2.3867,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.79248,.37,24,.56,24,75,24,99,24,.41,24,11.49,24,.09658,.91882,.08593,1,.84,.71,.45,.45,.491,1.03,.903,.535,.393,.393,"",2005-02-24,"333","",2011-08-24,"10945"
345,"mimosa, silktree","Albizia","julibrissin","","","ALJU",43,47,,,3,36,146,"X","X","","","X","","H","","","","","","Y","E","W","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2011-08-24,"10945"
6064,"achiotillo","Alchornea","latifolia","","","ALLA",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6059,"woman's tongue","Albizia","lebbeck","","","ALLE",54,54,54,54,3,37,985,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6083,"Allophylus","Allophylus","spp.","","","ALLOP",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6069,"Hawaii alectryon","Alectryon","macrococcus","","","ALMA",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6095,"deviltree","Alstonia","macrophylla","","","ALMA16",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6075,"Indian walnut","Aleurites","moluccana","","","ALMO2",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6086,"Nepal alder","Alnus","nepalensis","","","ALNE2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
350,"alder spp.","Alnus","spp.","","","ALNUS",41,47,,47,3,37,221,"X","","X","","X","","H","","","","","","N","","W","","P","",2,,6,-2.2094,2.3867,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.79248,.37,23,.56,23,75,23,99,23,.41,23,11.49,21,.09658,.91882,.08593,1,.84,.71,.45,.45,.491,1.03,.903,.535,.393,.393,"",2005-02-24,"333","",2012-10-29,"440"
353,"Arizona alder","Alnus","oblongifolia","","","ALOB2",43,47,,,3,37,221,"","","X","X","X","","H","","","","X","","Y","","W","","","",2,,6,-2.2094,2.3867,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.96395,.37,24,.56,24,75,24,99,24,.41,24,11.49,24,.09658,.91882,.08593,.99,.836,.505,.277,.3,.491,1.03,.903,.535,.393,.393,"",2005-02-24,"333","",2010-08-05,"440"
6096,"Alstonia pacifica","Alstonia","pacifica","","","ALPA22",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6090,"Alphitonia","Alphitonia","spp.","","","ALPHI",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6089,"Hawaii kauilatree","Alphitonia","ponderosa","","","ALPO3",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6093,"Alsophila portoricensis","Alsophila","portoricensis","","","ALPO7",54,54,54,,3,37,987,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6060,"tall albizia","Albizia","procera","","","ALPR",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6082,"palo de caja","Allophylus","racemosus","","","ALRA",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6061,"ukall ra ngebard","Albizia","retusa","","","ALRE",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
352,"white alder","Alnus","rhombifolia","","","ALRH2",43,47,,,3,26,131,"","","X","X","","","H","","","","X","","Y","","W","","","",1.7,,6,-2.2094,2.3867,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.96395,.37,24,.56,24,75,24,99,24,.41,24,11.49,24,.09658,.91882,.08593,.99,.836,.505,.277,.3,.491,1.03,.903,.535,.393,.393,"",2005-02-24,"333","",2011-08-24,"10945"
